file,x,y,elevation,slope,relative_depth,flow_proxy,label
DEVDI_POINT_CLOUD_511671,258588.035,2534678.977,-19.1820,0.0000,0.4790,0.0391,-1
DEVDI_POINT_CLOUD_511671,258724.035,2534678.977,-19.6310,0.0952,0.9280,0.0757,-1
DEVDI_POINT_CLOUD_511671,258725.035,2534678.977,-19.6990,0.0100,0.9960,0.0812,-1
DEVDI_POINT_CLOUD_511671,258726.035,2534678.977,-19.6510,0.0405,0.9480,0.0773,-1
DEVDI_POINT_CLOUD_511671,258727.035,2534678.977,-19.6180,0.1632,0.9150,0.0746,-1
DEVDI_POINT_CLOUD_511671,258728.035,2534678.977,-19.4360,0.0547,0.7330,0.0598,-1
DEVDI_POINT_CLOUD_511671,258730.035,2534678.977,-18.9690,0.1191,0.2660,0.0217,-1
DEVDI_POINT_CLOUD_511671,258731.035,2534678.977,-19.2780,0.3305,0.5750,0.0469,-1
DEVDI_POINT_CLOUD_511671,258747.035,2534678.977,-20.1230,0.0000,1.4200,0.1158,-1
DEVDI_POINT_CLOUD_511671,258769.035,2534678.977,-19.0260,0.0000,0.3230,0.0263,-1
DEVDI_POINT_CLOUD_511671,258563.035,2534679.977,-19.4380,0.0403,0.7350,0.0599,-1
DEVDI_POINT_CLOUD_511671,258564.035,2534679.977,-19.4280,0.0496,0.7250,0.0591,-1
DEVDI_POINT_CLOUD_511671,258571.035,2534679.977,-19.4140,0.0840,0.7110,0.0580,-1
DEVDI_POINT_CLOUD_511671,258580.035,2534679.977,-19.2440,0.1448,0.5410,0.0441,-1
DEVDI_POINT_CLOUD_511671,258584.035,2534679.977,-19.8050,0.0152,1.1020,0.0898,-1
DEVDI_POINT_CLOUD_511671,258585.035,2534679.977,-19.5390,0.2035,0.8360,0.0682,-1
DEVDI_POINT_CLOUD_511671,258591.035,2534679.977,-18.9780,0.0000,0.2750,0.0224,-1
DEVDI_POINT_CLOUD_511671,258594.035,2534679.977,-19.2860,0.0000,0.5830,0.0475,-1
DEVDI_POINT_CLOUD_511671,258729.035,2534679.977,-19.1390,0.0298,0.4360,0.0355,-1
DEVDI_POINT_CLOUD_511671,258730.035,2534679.977,-19.4490,0.3270,0.7460,0.0608,-1
DEVDI_POINT_CLOUD_511671,258733.035,2534679.977,-19.0790,0.0000,0.3760,0.0307,-1
DEVDI_POINT_CLOUD_511671,258735.035,2534679.977,-18.7700,0.0000,0.0670,0.0055,-1
DEVDI_POINT_CLOUD_511671,258759.035,2534679.977,-18.9270,0.0000,0.2240,0.0183,-1
DEVDI_POINT_CLOUD_511671,258768.035,2534679.977,-19.8290,0.2012,1.1260,0.0918,-1
DEVDI_POINT_CLOUD_511671,258774.035,2534679.977,-19.6640,0.0937,0.9610,0.0783,-1
DEVDI_POINT_CLOUD_511671,258775.035,2534679.977,-19.6960,0.4258,0.9930,0.0810,-1
DEVDI_POINT_CLOUD_511671,258777.035,2534679.977,-20.1170,0.1962,1.4140,0.1153,-1
DEVDI_POINT_CLOUD_511671,258778.035,2534679.977,-19.9010,0.1175,1.1980,0.0977,-1
DEVDI_POINT_CLOUD_511671,258779.035,2534679.977,-20.3520,0.1962,1.6490,0.1344,-1
DEVDI_POINT_CLOUD_511671,258781.035,2534679.977,-20.2180,0.5442,1.5150,0.1235,-1
DEVDI_POINT_CLOUD_511671,258571.035,2534680.977,-19.2320,0.0473,0.5290,0.0431,-1
DEVDI_POINT_CLOUD_511671,258574.035,2534680.977,-19.3970,0.0723,0.6940,0.0566,-1
DEVDI_POINT_CLOUD_511671,258575.035,2534680.977,-19.3640,0.0558,0.6610,0.0539,-1
DEVDI_POINT_CLOUD_511671,258578.035,2534680.977,-19.1920,0.2663,0.4890,0.0399,-1
DEVDI_POINT_CLOUD_511671,258579.035,2534680.977,-18.9760,0.0135,0.2730,0.0223,-1
DEVDI_POINT_CLOUD_511671,258580.035,2534680.977,-19.2190,0.2754,0.5160,0.0421,-1
DEVDI_POINT_CLOUD_511671,258581.035,2534680.977,-19.4590,0.1448,0.7560,0.0616,-1
DEVDI_POINT_CLOUD_511671,258585.035,2534680.977,-19.5300,0.0152,0.8270,0.0674,-1
DEVDI_POINT_CLOUD_511671,258593.035,2534680.977,-19.5190,0.0000,0.8160,0.0665,-1
DEVDI_POINT_CLOUD_511671,258602.035,2534680.977,-19.3740,0.0000,0.6710,0.0547,-1
DEVDI_POINT_CLOUD_511671,258604.035,2534680.977,-18.8400,0.0000,0.1370,0.0112,-1
DEVDI_POINT_CLOUD_511671,258720.035,2534680.977,-19.3420,0.0508,0.6390,0.0521,-1
DEVDI_POINT_CLOUD_511671,258745.035,2534680.977,-19.5020,0.0000,0.7990,0.0651,-1
DEVDI_POINT_CLOUD_511671,258765.035,2534680.977,-19.7230,0.1178,1.0200,0.0832,-1
DEVDI_POINT_CLOUD_511671,258766.035,2534680.977,-19.2730,0.4303,0.5700,0.0465,-1
DEVDI_POINT_CLOUD_511671,258768.035,2534680.977,-19.9110,0.1602,1.2080,0.0985,-1
DEVDI_POINT_CLOUD_511671,258772.035,2534680.977,-20.2480,0.0768,1.5450,0.1260,-1
DEVDI_POINT_CLOUD_511671,258773.035,2534680.977,-19.3550,0.3697,0.6520,0.0532,-1
DEVDI_POINT_CLOUD_511671,258775.035,2534680.977,-20.3460,0.3887,1.6430,0.1339,-1
DEVDI_POINT_CLOUD_511671,258776.035,2534680.977,-20.2630,0.4187,1.5600,0.1272,-1
DEVDI_POINT_CLOUD_511671,258781.035,2534680.977,-20.5970,0.3547,1.8940,0.1544,-1
DEVDI_POINT_CLOUD_511671,258788.035,2534680.977,-20.5640,0.0000,1.8610,0.1517,-1
DEVDI_POINT_CLOUD_511671,258584.035,2534681.977,-19.7390,0.0000,1.0360,0.0845,-1
DEVDI_POINT_CLOUD_511671,258590.035,2534681.977,-19.6480,0.0000,0.9450,0.0770,-1
DEVDI_POINT_CLOUD_511671,258592.035,2534681.977,-19.6910,0.0000,0.9880,0.0805,-1
DEVDI_POINT_CLOUD_511671,258594.035,2534681.977,-19.9230,0.0000,1.2200,0.0995,-1
DEVDI_POINT_CLOUD_511671,258600.035,2534681.977,-19.9350,0.0000,1.2320,0.1004,-1
DEVDI_POINT_CLOUD_511671,258603.035,2534681.977,-19.7810,0.0000,1.0780,0.0879,-1
DEVDI_POINT_CLOUD_511671,258720.035,2534681.977,-19.4070,0.0833,0.7040,0.0574,-1
DEVDI_POINT_CLOUD_511671,258723.035,2534681.977,-19.9640,0.0000,1.2610,0.1028,-1
DEVDI_POINT_CLOUD_511671,258731.035,2534681.977,-19.5320,0.0000,0.8290,0.0676,-1
DEVDI_POINT_CLOUD_511671,258734.035,2534681.977,-18.7440,0.0000,0.0410,0.0033,-1
DEVDI_POINT_CLOUD_511671,258759.035,2534681.977,-18.9970,0.0000,0.2940,0.0240,-1
DEVDI_POINT_CLOUD_511671,258766.035,2534681.977,-20.3420,0.1178,1.6390,0.1336,-1
DEVDI_POINT_CLOUD_511671,258771.035,2534681.977,-20.3660,0.0000,1.6630,0.1356,-1
DEVDI_POINT_CLOUD_511671,258789.035,2534681.977,-20.5560,0.0000,1.8530,0.1511,-1
DEVDI_POINT_CLOUD_511671,258565.035,2534682.977,-19.2920,0.0000,0.5890,0.0480,-1
DEVDI_POINT_CLOUD_511671,258570.035,2534682.977,-19.4110,0.0000,0.7080,0.0577,-1
DEVDI_POINT_CLOUD_511671,258572.035,2534682.977,-19.3950,0.0000,0.6920,0.0564,-1
DEVDI_POINT_CLOUD_511671,258581.035,2534682.977,-19.5770,0.1267,0.8740,0.0713,-1
DEVDI_POINT_CLOUD_511671,258582.035,2534682.977,-19.7620,0.0342,1.0590,0.0863,-1
DEVDI_POINT_CLOUD_511671,258599.035,2534682.977,-19.9480,0.0000,1.2450,0.1015,-1
DEVDI_POINT_CLOUD_511671,258601.035,2534682.977,-19.7440,0.0000,1.0410,0.0849,-1
DEVDI_POINT_CLOUD_511671,258604.035,2534682.977,-20.1060,0.0000,1.4030,0.1144,-1
DEVDI_POINT_CLOUD_511671,258608.035,2534682.977,-19.3970,0.0000,0.6940,0.0566,-1
DEVDI_POINT_CLOUD_511671,258617.035,2534682.977,-19.5650,0.0000,0.8620,0.0703,-1
DEVDI_POINT_CLOUD_511671,258623.035,2534682.977,-18.8710,0.0000,0.1680,0.0137,-1
DEVDI_POINT_CLOUD_511671,258726.035,2534682.977,-19.8340,0.0000,1.1310,0.0922,-1
DEVDI_POINT_CLOUD_511671,258733.035,2534682.977,-19.7410,0.0000,1.0380,0.0846,-1
DEVDI_POINT_CLOUD_511671,258757.035,2534682.977,-20.0370,0.0000,1.3340,0.1088,-1
DEVDI_POINT_CLOUD_511671,258760.035,2534682.977,-20.2440,0.4047,1.5410,0.1256,-1
DEVDI_POINT_CLOUD_511671,258763.035,2534682.977,-19.9530,0.0000,1.2500,0.1019,-1
DEVDI_POINT_CLOUD_511671,258778.035,2534682.977,-20.4560,0.0000,1.7530,0.1429,-1
DEVDI_POINT_CLOUD_511671,258792.035,2534682.977,-20.9210,0.5972,2.2180,0.1808,-1
DEVDI_POINT_CLOUD_511671,258793.035,2534682.977,-20.7030,0.7062,2.0000,0.1631,-1
DEVDI_POINT_CLOUD_511671,258566.035,2534683.977,-19.3450,0.0000,0.6420,0.0523,-1
DEVDI_POINT_CLOUD_511671,258568.035,2534683.977,-19.4160,0.0000,0.7130,0.0581,-1
DEVDI_POINT_CLOUD_511671,258571.035,2534683.977,-19.4230,0.0000,0.7200,0.0587,-1
DEVDI_POINT_CLOUD_511671,258573.035,2534683.977,-19.1310,0.0000,0.4280,0.0349,-1
DEVDI_POINT_CLOUD_511671,258575.035,2534683.977,-19.5390,0.0638,0.8360,0.0682,-1
DEVDI_POINT_CLOUD_511671,258576.035,2534683.977,-19.3810,0.0152,0.6780,0.0553,-1
DEVDI_POINT_CLOUD_511671,258585.035,2534683.977,-19.7940,0.0000,1.0910,0.0889,-1
DEVDI_POINT_CLOUD_511671,258588.035,2534683.977,-19.8440,0.0000,1.1410,0.0930,-1
DEVDI_POINT_CLOUD_511671,258594.035,2534683.977,-20.3450,0.2167,1.6420,0.1339,-1
DEVDI_POINT_CLOUD_511671,258598.035,2534683.977,-19.7830,0.0000,1.0800,0.0880,-1
DEVDI_POINT_CLOUD_511671,258602.035,2534683.977,-19.7430,0.3142,1.0400,0.0848,-1
DEVDI_POINT_CLOUD_511671,258609.035,2534683.977,-20.0710,0.0000,1.3680,0.1115,-1
DEVDI_POINT_CLOUD_511671,258611.035,2534683.977,-19.6600,0.0000,0.9570,0.0780,-1
DEVDI_POINT_CLOUD_511671,258615.035,2534683.977,-19.8490,0.2352,1.1460,0.0934,-1
DEVDI_POINT_CLOUD_511671,258622.035,2534683.977,-19.0000,0.0000,0.2970,0.0242,-1
DEVDI_POINT_CLOUD_511671,258629.035,2534683.977,-18.9750,0.0000,0.2720,0.0222,-1
DEVDI_POINT_CLOUD_511671,258633.035,2534683.977,-18.7680,0.0000,0.0650,0.0053,-1
DEVDI_POINT_CLOUD_511671,258721.035,2534683.977,-19.7410,0.0000,1.0380,0.0846,-1
DEVDI_POINT_CLOUD_511671,258723.035,2534683.977,-19.8630,0.0000,1.1600,0.0946,-1
DEVDI_POINT_CLOUD_511671,258730.035,2534683.977,-19.9070,0.0362,1.2040,0.0982,-1
DEVDI_POINT_CLOUD_511671,258750.035,2534683.977,-19.8710,0.0000,1.1680,0.0952,-1
DEVDI_POINT_CLOUD_511671,258754.035,2534683.977,-19.3340,0.0000,0.6310,0.0514,-1
DEVDI_POINT_CLOUD_511671,258760.035,2534683.977,-20.3180,0.3677,1.6150,0.1317,-1
DEVDI_POINT_CLOUD_511671,258770.035,2534683.977,-20.3070,0.0000,1.6040,0.1308,-1
DEVDI_POINT_CLOUD_511671,258786.035,2534683.977,-20.3000,0.0000,1.5970,0.1302,-1
DEVDI_POINT_CLOUD_511671,258789.035,2534683.977,-20.5420,0.5357,1.8390,0.1499,-1
DEVDI_POINT_CLOUD_511671,258563.035,2534684.977,-19.3380,0.0000,0.6350,0.0518,-1
DEVDI_POINT_CLOUD_511671,258569.035,2534684.977,-19.4420,0.0148,0.7390,0.0602,-1
DEVDI_POINT_CLOUD_511671,258570.035,2534684.977,-19.4790,0.0333,0.7760,0.0633,-1
DEVDI_POINT_CLOUD_511671,258583.035,2534684.977,-19.9100,0.0000,1.2070,0.0984,-1
DEVDI_POINT_CLOUD_511671,258594.035,2534684.977,-19.9420,0.3975,1.2390,0.1010,-1
DEVDI_POINT_CLOUD_511671,258596.035,2534684.977,-19.6870,0.0000,0.9840,0.0802,-1
DEVDI_POINT_CLOUD_511671,258602.035,2534684.977,-20.1370,0.0755,1.4340,0.1169,-1
DEVDI_POINT_CLOUD_511671,258614.035,2534684.977,-19.8480,0.2352,1.1450,0.0933,-1
DEVDI_POINT_CLOUD_511671,258615.035,2534684.977,-19.9790,0.2403,1.2760,0.1040,-1
DEVDI_POINT_CLOUD_511671,258638.035,2534684.977,-19.7920,0.2502,1.0890,0.0888,-1
DEVDI_POINT_CLOUD_511671,258640.035,2534684.977,-19.1960,0.2038,0.4930,0.0402,-1
DEVDI_POINT_CLOUD_511671,258641.035,2534684.977,-19.1010,0.1563,0.3980,0.0324,-1
DEVDI_POINT_CLOUD_511671,258722.035,2534684.977,-19.7090,0.0000,1.0060,0.0820,-1
DEVDI_POINT_CLOUD_511671,258726.035,2534684.977,-19.5420,0.0352,0.8390,0.0684,-1
DEVDI_POINT_CLOUD_511671,258728.035,2534684.977,-19.6480,0.0000,0.9450,0.0770,-1
DEVDI_POINT_CLOUD_511671,258730.035,2534684.977,-19.5810,0.1992,0.8780,0.0716,-1
DEVDI_POINT_CLOUD_511671,258732.035,2534684.977,-19.2780,0.0000,0.5750,0.0469,-1
DEVDI_POINT_CLOUD_511671,258745.035,2534684.977,-18.8330,0.0000,0.1300,0.0106,-1
DEVDI_POINT_CLOUD_511671,258747.035,2534684.977,-18.9360,0.0000,0.2330,0.0190,-1
DEVDI_POINT_CLOUD_511671,258751.035,2534684.977,-20.2310,0.0000,1.5280,0.1246,-1
DEVDI_POINT_CLOUD_511671,258759.035,2534684.977,-20.2570,0.0000,1.5540,0.1267,-1
DEVDI_POINT_CLOUD_511671,258762.035,2534684.977,-20.2520,0.0000,1.5490,0.1263,-1
DEVDI_POINT_CLOUD_511671,258768.035,2534684.977,-20.3170,0.0000,1.6140,0.1316,-1
DEVDI_POINT_CLOUD_511671,258773.035,2534684.977,-20.3380,0.0000,1.6350,0.1333,-1
DEVDI_POINT_CLOUD_511671,258783.035,2534684.977,-20.6700,0.4902,1.9670,0.1604,-1
DEVDI_POINT_CLOUD_511671,258785.035,2534684.977,-20.6830,0.0000,1.9800,0.1614,-1
DEVDI_POINT_CLOUD_511671,258787.035,2534684.977,-20.0600,0.0000,1.3570,0.1106,-1
DEVDI_POINT_CLOUD_511671,258789.035,2534684.977,-20.5800,0.5167,1.8770,0.1530,-1
DEVDI_POINT_CLOUD_511671,258565.035,2534685.977,-19.3900,0.0000,0.6870,0.0560,-1
DEVDI_POINT_CLOUD_511671,258575.035,2534685.977,-19.5670,0.0000,0.8640,0.0704,-1
DEVDI_POINT_CLOUD_511671,258577.035,2534685.977,-19.2280,0.0000,0.5250,0.0428,-1
DEVDI_POINT_CLOUD_511671,258588.035,2534685.977,-19.7850,0.0000,1.0820,0.0882,-1
DEVDI_POINT_CLOUD_511671,258593.035,2534685.977,-19.7080,0.0207,1.0050,0.0819,-1
DEVDI_POINT_CLOUD_511671,258594.035,2534685.977,-19.5500,0.0998,0.8470,0.0691,-1
DEVDI_POINT_CLOUD_511671,258597.035,2534685.977,-19.9300,0.0000,1.2270,0.1000,-1
DEVDI_POINT_CLOUD_511671,258602.035,2534685.977,-19.8940,0.0750,1.1910,0.0971,-1
DEVDI_POINT_CLOUD_511671,258606.035,2534685.977,-20.1100,0.0000,1.4070,0.1147,-1
DEVDI_POINT_CLOUD_511671,258610.035,2534685.977,-20.0140,0.0000,1.3110,0.1069,-1
DEVDI_POINT_CLOUD_511671,258612.035,2534685.977,-19.8990,0.0000,1.1960,0.0975,-1
DEVDI_POINT_CLOUD_511671,258618.035,2534685.977,-19.9790,0.0000,1.2760,0.1040,-1
DEVDI_POINT_CLOUD_511671,258629.035,2534685.977,-20.2480,0.0000,1.5450,0.1260,-1
DEVDI_POINT_CLOUD_511671,258633.035,2534685.977,-19.9040,0.0000,1.2010,0.0979,-1
DEVDI_POINT_CLOUD_511671,258635.035,2534685.977,-20.0910,0.2369,1.3880,0.1132,-1
DEVDI_POINT_CLOUD_511671,258636.035,2534685.977,-19.7470,0.2912,1.0440,0.0851,-1
DEVDI_POINT_CLOUD_511671,258638.035,2534685.977,-20.0090,0.1417,1.3060,0.1065,-1
DEVDI_POINT_CLOUD_511671,258720.035,2534685.977,-19.5830,0.0000,0.8800,0.0717,-1
DEVDI_POINT_CLOUD_511671,258726.035,2534685.977,-19.5790,0.0110,0.8760,0.0714,-1
DEVDI_POINT_CLOUD_511671,258755.035,2534685.977,-20.2280,0.2452,1.5250,0.1243,-1
DEVDI_POINT_CLOUD_511671,258756.035,2534685.977,-19.9990,0.3597,1.2960,0.1057,-1
DEVDI_POINT_CLOUD_511671,258767.035,2534685.977,-20.3630,0.0000,1.6600,0.1353,-1
DEVDI_POINT_CLOUD_511671,258769.035,2534685.977,-20.3140,0.0000,1.6110,0.1313,-1
DEVDI_POINT_CLOUD_511671,258771.035,2534685.977,-20.2610,0.0000,1.5580,0.1270,-1
DEVDI_POINT_CLOUD_511671,258777.035,2534685.977,-20.1090,0.4532,1.4060,0.1146,-1
DEVDI_POINT_CLOUD_511671,258778.035,2534685.977,-20.4150,0.3002,1.7120,0.1396,-1
DEVDI_POINT_CLOUD_511671,258783.035,2534685.977,-20.4890,0.5807,1.7860,0.1456,-1
DEVDI_POINT_CLOUD_511671,258793.035,2534685.977,-20.5720,0.0000,1.8690,0.1524,-1
DEVDI_POINT_CLOUD_511671,258561.035,2534686.977,-19.2600,0.0903,0.5570,0.0454,-1
DEVDI_POINT_CLOUD_511671,258562.035,2534686.977,-19.3280,0.1243,0.6250,0.0510,-1
DEVDI_POINT_CLOUD_511671,258568.035,2534686.977,-19.5610,0.0000,0.8580,0.0699,-1
DEVDI_POINT_CLOUD_511671,258574.035,2534686.977,-19.4370,0.0000,0.7340,0.0598,-1
DEVDI_POINT_CLOUD_511671,258583.035,2534686.977,-19.8790,0.0000,1.1760,0.0959,-1
DEVDI_POINT_CLOUD_511671,258589.035,2534686.977,-19.7420,0.2102,1.0390,0.0847,-1
DEVDI_POINT_CLOUD_511671,258590.035,2534686.977,-19.9290,0.1535,1.2260,0.1000,-1
DEVDI_POINT_CLOUD_511671,258594.035,2534686.977,-19.9530,0.0207,1.2500,0.1019,-1
DEVDI_POINT_CLOUD_511671,258602.035,2534686.977,-19.9870,0.1927,1.2840,0.1047,-1
DEVDI_POINT_CLOUD_511671,258607.035,2534686.977,-20.1400,0.0000,1.4370,0.1172,-1
DEVDI_POINT_CLOUD_511671,258615.035,2534686.977,-20.0410,0.0000,1.3380,0.1091,-1
DEVDI_POINT_CLOUD_511671,258631.035,2534686.977,-20.0380,0.2417,1.3350,0.1088,-1
DEVDI_POINT_CLOUD_511671,258632.035,2534686.977,-19.9920,0.2647,1.2890,0.1051,-1
DEVDI_POINT_CLOUD_511671,258635.035,2534686.977,-19.9180,0.0135,1.2150,0.0991,-1
DEVDI_POINT_CLOUD_511671,258644.035,2534686.977,-18.8480,0.0000,0.1450,0.0118,-1
DEVDI_POINT_CLOUD_511671,258724.035,2534686.977,-19.5680,0.0000,0.8650,0.0705,-1
DEVDI_POINT_CLOUD_511671,258726.035,2534686.977,-19.5640,0.0352,0.8610,0.0702,-1
DEVDI_POINT_CLOUD_511671,258745.035,2534686.977,-19.8660,0.0000,1.1630,0.0948,-1
DEVDI_POINT_CLOUD_511671,258750.035,2534686.977,-20.3430,0.3802,1.6400,0.1337,-1
DEVDI_POINT_CLOUD_511671,258751.035,2534686.977,-20.2690,0.0155,1.5660,0.1277,-1
DEVDI_POINT_CLOUD_511671,258752.035,2534686.977,-20.3120,0.3802,1.6090,0.1312,-1
DEVDI_POINT_CLOUD_511671,258761.035,2534686.977,-20.3670,0.0000,1.6640,0.1357,-1
DEVDI_POINT_CLOUD_511671,258766.035,2534686.977,-20.2800,0.0000,1.5770,0.1286,-1
DEVDI_POINT_CLOUD_511671,258782.035,2534686.977,-20.6790,0.0000,1.9760,0.1611,-1
DEVDI_POINT_CLOUD_511671,258792.035,2534686.977,-20.5420,0.0000,1.8390,0.1499,-1
DEVDI_POINT_CLOUD_511671,258794.035,2534686.977,-20.5440,0.0000,1.8410,0.1501,-1
DEVDI_POINT_CLOUD_511671,258796.035,2534686.977,-20.6650,0.0000,1.9620,0.1600,-1
DEVDI_POINT_CLOUD_511671,258803.035,2534686.977,-20.5160,0.0000,1.8130,0.1478,-1
DEVDI_POINT_CLOUD_511671,258564.035,2534687.977,-19.4030,0.1438,0.7000,0.0571,-1
DEVDI_POINT_CLOUD_511671,258566.035,2534687.977,-19.4400,0.0000,0.7370,0.0601,-1
DEVDI_POINT_CLOUD_511671,258580.035,2534687.977,-19.6980,0.0000,0.9950,0.0811,-1
